RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","53"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","54"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","55"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","56"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","57"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","58"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","59"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","60"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","61"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","62"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","63"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","64"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","65"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","66"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","67"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","68"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","69"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","70"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","71"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","72"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","73"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","74"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","75"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","76"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","77"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","78"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","79"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","80"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","81"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","82"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","83"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","84"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","85"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","86"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","87"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","88"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","89"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","90"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","91"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","92"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","93"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","94"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","95"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","96"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","97"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","98"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","99"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","100"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","101"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","102"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","103"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","104"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","105"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","106"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","107"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","108"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","109"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","110"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","111"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","112"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","113"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","114"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","115"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","116"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","117"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","118"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","119"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","120"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","121"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","122"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","123"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","124"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","125"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","126"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","127"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","128"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","129"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","130"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","131"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","132"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","133"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","134"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","135"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","136"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","137"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","138"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","139"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","140"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","141"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","142"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","143"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","144"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","145"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","146"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","147"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","148"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","149"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","150"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","151"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","152"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","153"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","154"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","155"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","156"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","157"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","158"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","159"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","160"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","161"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","162"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","163"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","164"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","165"
RCOMMENT,"MainProgram","Alarms","****$NOnce a condition has occured, the alarm timer starts.  If the condition stays until the timer$Ngets done, the alarm latches itself in.  Also, the alarm one shots to tell us when a new$Nalarm has occured.$N****","OTL(Alarms.NewAlarm)","166"
